Product Code,Name,Sales Price,Cost,Product Categ 1,Product Categ 2,Product Categ 3,Product Categ 4,Barcode,Supplier
1013181,Papadopoulos,1000,820,categ_1,dept_1,line_1,div_1,9251111504078,s_027
1013182,Burger King,1300,1066,categ_2,dept_2,line_2,div_2,9763006237262,s_028
1013183,Carib Brewery,1700,1394,categ_3,dept_3,line_3,div_3,9995006057675,s_029
1013184,M&M Food Market,1700,1394,categ_4,dept_4,line_4,div_4,9801921662074,s_030
1013185,Cobblestone,1000,820,categ_1,dept_1,line_1,div_1,9721169997103,s_031
1013186,Betty Crocker,1950,1599,categ_2,dept_2,line_2,div_2,9498624163479,s_032
1013187,Cobblestone,1000,820,categ_3,dept_3,line_3,div_3,9283105681217,s_033
1013188,Burger King,1950,1599,categ_4,dept_4,line_4,div_4,9928714535070,s_034
1013189,Andy Capp's fries,3950,3239,categ_1,dept_1,line_1,div_1,9840283664726,s_035
1013190,Baskin robbins,7900,6478,categ_2,dept_2,line_2,div_2,9350318269774,s_036
1013191,Cheetos,6500,5330,categ_3,dept_3,line_3,div_3,9276309970421,s_037
1013192,Bewley's,4880,4001.6,categ_4,dept_4,line_4,div_4,9086413197712,s_038
1013193,Cheetos,4500,3690,categ_1,dept_1,line_1,div_1,9615727288453,s_039
1013194,Kits,3950,3239,categ_2,dept_2,line_2,div_2,9735982051918,s_040
1013195,Wonder Bread,7300,5986,categ_3,dept_3,line_3,div_3,9478064185193,s_041
1013196,Nesquik,7900,6478,categ_4,dept_4,line_4,div_4,9119121633407,s_042
1013197,Nesquik,7900,6478,categ_1,dept_1,line_1,div_1,9744788450214,s_043
1013198,Nutella,1000,820,categ_2,dept_2,line_2,div_2,9580833020625,s_044
1013199,Vitta Foods,850,697,categ_3,dept_3,line_3,div_3,9830294429615,s_045
1013200,Subway,350,287,categ_4,dept_4,line_4,div_4,9514229162082,s_046
1013201,Olymel,8300,6806,categ_1,dept_1,line_1,div_1,9918715421744,s_047
1013202,Wendy's,330,270.6,categ_2,dept_2,line_2,div_2,9775896079467,s_048
1013203,Knorr,1700,1394,categ_3,dept_3,line_3,div_3,9509083764219,s_049
1013204,McDonald's,900,738,categ_4,dept_4,line_4,div_4,9316828685736,s_050
1013205,Heinz,650,533,categ_1,dept_1,line_1,div_1,9685172072001,s_051
1013206,Burger King,880,721.6,categ_2,dept_2,line_2,div_2,9057550368575,s_052
1013207,Carib Brewery,750,615,categ_3,dept_3,line_3,div_3,9854371204071,s_053
1013208,Bewley's,1200,984,categ_4,dept_4,line_4,div_4,9214664614051,s_054
1013209,Secret Recipe,350,287,categ_1,dept_1,line_1,div_1,9771451631613,s_055
1013210,Subway,1470,1205.4,categ_2,dept_2,line_2,div_2,9810245118827,s_056
1013211,Olymel,780,639.6,categ_3,dept_3,line_3,div_3,9545397942622,s_057
1013212,Vitta Foods,1370,1123.4,categ_4,dept_4,line_4,div_4,9540344375847,s_058
1013213,Burger King,1350,1107,categ_1,dept_1,line_1,div_1,9916209954639,s_059
1013214,McDonald's,700,574,categ_2,dept_2,line_2,div_2,9072810796003,s_060
1013215,McDonald's,480,393.6,categ_3,dept_3,line_3,div_3,9357259144074,s_061
1013216,Taco Bell,530,434.6,categ_4,dept_4,line_4,div_4,9918994187226,s_062
1013217,Secret Recipe,1150,943,categ_1,dept_1,line_1,div_1,9809235682056,s_063
1013218,Soprole,750,615,categ_2,dept_2,line_2,div_2,9463361648057,s_064
1013219,Lavazza,1300,1066,categ_3,dept_3,line_3,div_3,9963801277178,s_065
1013220,Andy Capp's fries,250,205,categ_4,dept_4,line_4,div_4,9427233756002,s_066
1013221,Olymel,920,754.4,categ_1,dept_1,line_1,div_1,9696782910133,s_067
1013222,Kinder,580,475.6,categ_2,dept_2,line_2,div_2,9828606444769,s_068
1013223,Taco Bell,950,779,categ_3,dept_3,line_3,div_3,9288238423177,s_069
1013224,Red Lobster,1400,1148,categ_4,dept_4,line_4,div_4,9423290950747,s_070
1013225,Bewley's,630,516.6,categ_1,dept_1,line_1,div_1,9574250065519,s_071
1013226,Kits,1080,885.6,categ_2,dept_2,line_2,div_2,9170454435970,s_072
1013227,Taco Bell,650,533,categ_3,dept_3,line_3,div_3,9845243880887,s_073
1013228,Kits,6100,5002,categ_4,dept_4,line_4,div_4,9658271666231,s_074
1013229,Nabisco,2900,2378,categ_1,dept_1,line_1,div_1,9658496091388,s_075
1013230,Kinder,2000,1640,categ_2,dept_2,line_2,div_2,9806123367296,s_076
1013231,Red Lobster,6700,5494,categ_3,dept_3,line_3,div_3,9366905459366,s_077
1013232,Lavazza,8350,6847,categ_4,dept_4,line_4,div_4,9885046943484,s_078
1013233,Betty Crocker,1980,1623.6,categ_1,dept_1,line_1,div_1,9008843021915,s_079
1013234,Nabisco,2150,1763,categ_2,dept_2,line_2,div_2,9777527941615,s_080
1013235,Taco Bell,4700,3854,categ_3,dept_3,line_3,div_3,9759816939370,s_081
1013236,McDonald's,4380,3591.6,categ_4,dept_4,line_4,div_4,9943912906769,s_082
1013237,M&M Food Market,800,656,categ_1,dept_1,line_1,div_1,9748821910044,s_083
1013238,M&M Food Market,1100,902,categ_2,dept_2,line_2,div_2,9241545720954,s_084
1013239,Heinz,1000,820,categ_3,dept_3,line_3,div_3,9101709396373,s_085
1013240,Starbucks,7000,5740,categ_4,dept_4,line_4,div_4,9223126026331,s_086
1013241,Andy Capp's fries,700,574,categ_1,dept_1,line_1,div_1,9329976578051,s_087
1013242,M&M Food Market,1050,861,categ_2,dept_2,line_2,div_2,9944829401299,s_088
1013243,Nesquik,250,205,categ_3,dept_3,line_3,div_3,9953410579393,s_089
1013244,Wonder Bread,250,205,categ_4,dept_4,line_4,div_4,9467610555244,s_090
1013245,KFC,250,205,categ_1,dept_1,line_1,div_1,9674548122680,s_091
1013246,McDonald's,250,205,categ_2,dept_2,line_2,div_2,9915153581420,s_092
1013247,Cobblestone,650,533,categ_3,dept_3,line_3,div_3,9735551715111,s_093
1013248,Vitta Foods,1050,861,categ_4,dept_4,line_4,div_4,9140580490779,s_094
1013249,Taco Bell,700,574,categ_1,dept_1,line_1,div_1,9835620038407,s_095
1013250,Tic Tac,600,492,categ_2,dept_2,line_2,div_2,9185855057159,s_096
1013251,Heinz,700,574,categ_3,dept_3,line_3,div_3,9299325437822,s_097
1013252,Wonder Bread,1050,861,categ_4,dept_4,line_4,div_4,9930513913381,s_098
1013253,LEonidas,600,492,categ_1,dept_1,line_1,div_1,9021312337766,s_099
1013254,Subway,480,393.6,categ_2,dept_2,line_2,div_2,9710745562666,s_100
1013255,Nesquik,7000,5740,categ_3,dept_3,line_3,div_3,9106730027382,s_101
1013256,Baskin robbins,4500,3690,categ_4,dept_4,line_4,div_4,9539862806083,s_102
1013257,Cheetos,400,328,categ_1,dept_1,line_1,div_1,9443870688170,s_103
1013258,Sun-Pat,500,410,categ_2,dept_2,line_2,div_2,9623946791326,s_104
1013259,Bewley's,900,738,categ_3,dept_3,line_3,div_3,9628119014833,s_105
1013260,Bewley's,1700,1394,categ_4,dept_4,line_4,div_4,9592076662719,s_106
1013261,Starbucks,1800,1476,categ_1,dept_1,line_1,div_1,9475004065356,s_107
1013262,Wendy's,2400,1968,categ_2,dept_2,line_2,div_2,9652417092237,s_108
1013263,Papadopoulos,2600,2132,categ_3,dept_3,line_3,div_3,9663507301444,s_109
1013264,Bel Group,2950,2419,categ_4,dept_4,line_4,div_4,9349963473812,s_110
1013265,Kits,1500,1230,categ_1,dept_1,line_1,div_1,9015582787681,s_111
1013266,Knorr,1700,1394,categ_2,dept_2,line_2,div_2,9798510180103,s_112
1013267,Red Lobster,1700,1394,categ_3,dept_3,line_3,div_3,9298968152226,s_113
1013268,Red Lobster,1700,1394,categ_4,dept_4,line_4,div_4,9951107347389,s_114
1013269,KFC,1000,820,categ_1,dept_1,line_1,div_1,9820815986610,s_115
1013270,Wendy's,1700,1394,categ_2,dept_2,line_2,div_2,9375726177690,s_116
1013271,KFC,1700,1394,categ_3,dept_3,line_3,div_3,9120587981384,s_117
1013272,Soprole,200,164,categ_4,dept_4,line_4,div_4,9035006632865,s_118
1013273,Nutella,200,164,categ_1,dept_1,line_1,div_1,9761286105083,s_119
1013274,Cheetos,200,164,categ_2,dept_2,line_2,div_2,9102885567471,s_120
1013275,Wendy's,200,164,categ_3,dept_3,line_3,div_3,9125828936745,s_121
1013276,M&M Food Market,200,164,categ_4,dept_4,line_4,div_4,9961792741123,s_122
1013277,Nutella,200,164,categ_1,dept_1,line_1,div_1,9645725080838,s_123
1013278,Dr. Oetker,200,164,categ_2,dept_2,line_2,div_2,9240277460676,s_124
1013279,Bel Group,200,164,categ_3,dept_3,line_3,div_3,9495781884796,s_125
1013280,Nabisco,1350,1107,categ_4,dept_4,line_4,div_4,9303834122980,s_126
1013281,Bewley's,1350,1107,categ_1,dept_1,line_1,div_1,9283175207909,s_127
1013282,LEonidas,3100,2542,categ_2,dept_2,line_2,div_2,9685903015882,s_128
1013283,Papadopoulos,2800,2296,categ_3,dept_3,line_3,div_3,9021675168087,s_129
1013284,Pizza Hut,500,410,categ_4,dept_4,line_4,div_4,9929225747136,s_130
1013285,Bel Group,1500,1230,categ_1,dept_1,line_1,div_1,9920185369105,s_131
1013286,Heinz,1400,1148,categ_2,dept_2,line_2,div_2,9540756103970,s_132
1013287,Betty Crocker,600,492,categ_3,dept_3,line_3,div_3,9515137556781,s_133
1013288,Cheetos,1000,820,categ_4,dept_4,line_4,div_4,9790109895675,s_134
1013289,Baskin robbins,500,410,categ_1,dept_1,line_1,div_1,9052950872153,s_135
1013290,Burger King,650,533,categ_2,dept_2,line_2,div_2,9899152815607,s_136
1013291,Wendy's,700,574,categ_3,dept_3,line_3,div_3,9974096609532,s_137
1013292,Vitta Foods,1400,1148,categ_4,dept_4,line_4,div_4,9478968782935,s_138
1013293,Knorr,1750,1435,categ_1,dept_1,line_1,div_1,9884813336796,s_139
1013294,Kits,900,738,categ_2,dept_2,line_2,div_2,9523442494215,s_140
1013295,Wendy's,1800,1476,categ_3,dept_3,line_3,div_3,9624825912611,s_141
1013296,Dunkin' Donuts,1800,1476,categ_4,dept_4,line_4,div_4,9722475443413,s_142
1013297,Kits,1800,1476,categ_1,dept_1,line_1,div_1,9376294702895,s_143
1013298,Tic Tac,1000,820,categ_2,dept_2,line_2,div_2,9622002403171,s_144
1013299,Cobblestone,500,410,categ_3,dept_3,line_3,div_3,9215538570673,s_145
1013300,Nesquik,700,574,categ_4,dept_4,line_4,div_4,9245184246556,s_146
1013301,Secret Recipe,1800,1476,categ_1,dept_1,line_1,div_1,9917847145950,s_147
1013302,Nesquik,800,656,categ_2,dept_2,line_2,div_2,9165239328011,s_148
1013303,Kinder,1700,1394,categ_3,dept_3,line_3,div_3,9098055794920,s_149
1013304,Papadopoulos,1250,1025,categ_4,dept_4,line_4,div_4,9854287904947,s_150
1013305,Nutella,700,574,categ_1,dept_1,line_1,div_1,9144758511289,s_151
1013306,Carib Brewery,1500,1230,categ_2,dept_2,line_2,div_2,9046391154039,s_152
1013307,McDonald's,1000,820,categ_3,dept_3,line_3,div_3,9701463615488,s_153
1013308,Nesquik,500,410,categ_4,dept_4,line_4,div_4,9171863038615,s_154
1013309,Subway,3100,2542,categ_1,dept_1,line_1,div_1,9309161169169,s_155
1013310,McDonald's,4480,3673.6,categ_2,dept_2,line_2,div_2,9922241907663,s_156
1013311,Nabisco,3100,2542,categ_3,dept_3,line_3,div_3,9975302344831,s_157
1013312,Secret Recipe,4480,3673.6,categ_4,dept_4,line_4,div_4,9172471823111,s_158
1013313,Pizza Hut,550,451,categ_1,dept_1,line_1,div_1,9925849117312,s_159
1013314,McDonald's,550,451,categ_2,dept_2,line_2,div_2,9753434265186,s_160
1013315,Applebee's,550,451,categ_3,dept_3,line_3,div_3,9259717056999,s_161
1013316,Secret Recipe,450,369,categ_4,dept_4,line_4,div_4,9571682386511,s_162
1013317,McDonald's,550,451,categ_1,dept_1,line_1,div_1,9116616844148,s_163
1013318,Dr. Oetker,1600,1312,categ_2,dept_2,line_2,div_2,9904883415394,s_164
1013319,Wendy's,1890,1549.8,categ_3,dept_3,line_3,div_3,9826129790506,s_165
1013320,Bel Group,1890,1549.8,categ_4,dept_4,line_4,div_4,9155016011862,s_166
1013321,Carib Brewery,1600,1312,categ_1,dept_1,line_1,div_1,9192090622266,s_167
1013322,Soprole,1890,1549.8,categ_2,dept_2,line_2,div_2,9163867080959,s_168
1013323,Carib Brewery,1890,1549.8,categ_3,dept_3,line_3,div_3,9024377158406,s_169
1013324,McDonald's,1890,1549.8,categ_4,dept_4,line_4,div_4,9337024533758,s_170
1013325,Wendy's,1890,1549.8,categ_1,dept_1,line_1,div_1,9530531283763,s_171
1013326,Applebee's,600,492,categ_2,dept_2,line_2,div_2,9186686014671,s_172
1013327,Starbucks,700,574,categ_3,dept_3,line_3,div_3,9570889589809,s_173
1013328,Knorr,950,779,categ_4,dept_4,line_4,div_4,9596646665286,s_174
1013329,Domino,7800,6396,categ_1,dept_1,line_1,div_1,9739844723569,s_175
1013330,Lavazza,2200,1804,categ_2,dept_2,line_2,div_2,9694360727676,s_176
1013331,Papadopoulos,5500,4510,categ_3,dept_3,line_3,div_3,9017371634899,s_177
1013332,Kits,2000,1640,categ_4,dept_4,line_4,div_4,9947687116106,s_178
1013333,Knorr,3200,2624,categ_1,dept_1,line_1,div_1,9422044782349,s_179
1013334,Dr. Oetker,3200,2624,categ_2,dept_2,line_2,div_2,9203649048276,s_180
1013335,KFC,2250,1845,categ_3,dept_3,line_3,div_3,9850575329380,s_181
1013336,Sun-Pat,2100,1722,categ_4,dept_4,line_4,div_4,9272207949310,s_182
1013337,Papadopoulos,500,410,categ_1,dept_1,line_1,div_1,9598670601736,s_183
1013338,Applebee's,2750,2255,categ_2,dept_2,line_2,div_2,9201740909560,s_184
1013339,Cheetos,1780,1459.6,categ_3,dept_3,line_3,div_3,9991141353679,s_185
1013340,Olymel,4000,3280,categ_4,dept_4,line_4,div_4,9169816750161,s_186
1013341,Secret Recipe,1680,1377.6,categ_1,dept_1,line_1,div_1,9001168407207,s_187
1013342,Andy Capp's fries,2450,2009,categ_2,dept_2,line_2,div_2,9451305949169,s_188
1013343,Red Lobster,1780,1459.6,categ_3,dept_3,line_3,div_3,9683115741503,s_189
1013344,Sun-Pat,1020,836.4,categ_4,dept_4,line_4,div_4,9957281454706,s_190
1013345,Olymel,3000,2460,categ_1,dept_1,line_1,div_1,9982005719513,s_191
1013346,Soprole,3000,2460,categ_2,dept_2,line_2,div_2,9547140515390,s_192
1013347,LEonidas,3000,2460,categ_3,dept_3,line_3,div_3,9895632714636,s_193
1013348,Cobblestone,3000,2460,categ_4,dept_4,line_4,div_4,9590597125566,s_194
1013349,Kits,4350,3567,categ_1,dept_1,line_1,div_1,9760293270474,s_195
1013350,Doritos,3000,2460,categ_2,dept_2,line_2,div_2,9936480619694,s_196
1013351,Dr. Oetker,4000,3280,categ_3,dept_3,line_3,div_3,9394386741888,s_197
1013352,Starbucks,3000,2460,categ_4,dept_4,line_4,div_4,9575575491358,s_198
1013353,Knorr,650,533,categ_1,dept_1,line_1,div_1,9079948593656,s_199
1013354,Kits,1900,1558,categ_2,dept_2,line_2,div_2,9362117746913,s_200
1013355,Kinder,450,369,categ_3,dept_3,line_3,div_3,9582899959382,s_201
1013356,LEonidas,880,721.6,categ_4,dept_4,line_4,div_4,9383222537854,s_202
1013357,Kinder,880,721.6,categ_1,dept_1,line_1,div_1,9128942111605,s_203
1013358,Papadopoulos,390,319.8,categ_2,dept_2,line_2,div_2,9090774932428,s_204
1013359,Papadopoulos,600,492,categ_3,dept_3,line_3,div_3,9062224125398,s_205
1013360,Nutella,900,738,categ_4,dept_4,line_4,div_4,9492615952553,s_206
1013361,Olymel,900,738,categ_1,dept_1,line_1,div_1,9744924871879,s_207
1013362,Dunkin' Donuts,1150,943,categ_2,dept_2,line_2,div_2,9348770649350,s_208
1013363,Dunkin' Donuts,2680,2197.6,categ_3,dept_3,line_3,div_3,9612598421712,s_209
1013364,KFC,1250,1025,categ_4,dept_4,line_4,div_4,9946688458500,s_210
1013365,Applebee's,600,492,categ_1,dept_1,line_1,div_1,9515545105957,s_211
1013366,Dr. Oetker,850,697,categ_2,dept_2,line_2,div_2,9102818324271,s_212
1013367,Cheetos,800,656,categ_3,dept_3,line_3,div_3,9961717964413,s_213
1013368,Nabisco,1500,1230,categ_4,dept_4,line_4,div_4,9225269289676,s_214
1013369,Taco Bell,850,697,categ_1,dept_1,line_1,div_1,9371017917027,s_215
1013370,Lavazza,1500,1230,categ_2,dept_2,line_2,div_2,9695879717795,s_216
1013371,Heinz,850,697,categ_3,dept_3,line_3,div_3,9271650317366,s_217
1013372,Papadopoulos,450,369,categ_4,dept_4,line_4,div_4,9314930280454,s_218
1013373,Doritos,500,410,categ_1,dept_1,line_1,div_1,9662020775620,s_219
1013374,Knorr,750,615,categ_2,dept_2,line_2,div_2,9876310891239,s_220
1013375,Vitta Foods,900,738,categ_3,dept_3,line_3,div_3,9750069951996,s_221
1013376,Wonder Bread,260,213.2,categ_4,dept_4,line_4,div_4,9086629720972,s_222
1013377,Papadopoulos,900,738,categ_1,dept_1,line_1,div_1,9517745327841,s_223
1013378,Cheetos,750,615,categ_2,dept_2,line_2,div_2,9443109288485,s_224
1013379,Cobblestone,900,738,categ_3,dept_3,line_3,div_3,9171364063801,s_225
1013380,Subway,900,738,categ_4,dept_4,line_4,div_4,9479841276899,s_226
1013381,Burger King,1000,820,categ_1,dept_1,line_1,div_1,9486943225053,s_227
1013382,Taco Bell,3850,3157,categ_2,dept_2,line_2,div_2,9070891275915,s_228
1013383,Betty Crocker,6150,5043,categ_3,dept_3,line_3,div_3,9379294980400,s_229
1013384,Betty Crocker,5800,4756,categ_4,dept_4,line_4,div_4,9535801028465,s_230
1013385,Olymel,5650,4633,categ_1,dept_1,line_1,div_1,9079062367429,s_231
1013386,Dunkin' Donuts,1000,820,categ_2,dept_2,line_2,div_2,9875299530294,s_232
1013387,Nabisco,3200,2624,categ_3,dept_3,line_3,div_3,9035288437302,s_233
1013388,Betty Crocker,3000,2460,categ_4,dept_4,line_4,div_4,9022701365983,s_234
1013389,Nesquik,6500,5330,categ_1,dept_1,line_1,div_1,9843077106681,s_235
1013390,Pizza Hut,5900,4838,categ_2,dept_2,line_2,div_2,9932860270728,s_236
1013391,M&M Food Market,7000,5740,categ_3,dept_3,line_3,div_3,9975048323743,s_237
1013392,Applebee's,6450,5289,categ_4,dept_4,line_4,div_4,9252104895349,s_238
1013393,Domino,5200,4264,categ_1,dept_1,line_1,div_1,9048373795831,s_239
1013394,Taco Bell,5200,4264,categ_2,dept_2,line_2,div_2,9278879886978,s_240
1013395,Applebee's,5200,4264,categ_3,dept_3,line_3,div_3,9541082952984,s_241
1013396,Dunkin' Donuts,650,533,categ_4,dept_4,line_4,div_4,9698547801230,s_242
1013397,Wendy's,1800,1476,categ_1,dept_1,line_1,div_1,9865061606065,s_243
1013398,Subway,1500,1230,categ_2,dept_2,line_2,div_2,9872792017621,s_244
1013399,Sun-Pat,1600,1312,categ_3,dept_3,line_3,div_3,9169859335435,s_245
1013400,Kinder,6500,5330,categ_4,dept_4,line_4,div_4,9203246726537,s_246
1013401,Nabisco,550,451,categ_1,dept_1,line_1,div_1,9180335144877,s_001
1013402,Cobblestone,700,574,categ_2,dept_2,line_2,div_2,9642435301262,s_002
1013403,Betty Crocker,600,492,categ_3,dept_3,line_3,div_3,9329685484465,s_003
1013404,Doritos,1850,1517,categ_4,dept_4,line_4,div_4,9868018821603,s_004
1013405,Nutella,2150,1763,categ_1,dept_1,line_1,div_1,9833024486702,s_005
1013406,Sun-Pat,770,631.4,categ_2,dept_2,line_2,div_2,9997063168481,s_006
1013407,Olymel,1850,1517,categ_3,dept_3,line_3,div_3,9629053438927,s_007
1013408,Applebee's,1850,1517,categ_4,dept_4,line_4,div_4,9226970092558,s_008
1013409,Nesquik,250,205,categ_1,dept_1,line_1,div_1,9100224924263,s_009
1013410,Sun-Pat,250,205,categ_2,dept_2,line_2,div_2,9133456659873,s_010
1013411,Kinder,2600,2132,categ_3,dept_3,line_3,div_3,9545058531122,s_011
1013412,LEonidas,2750,2255,categ_4,dept_4,line_4,div_4,9921201880088,s_012
1013413,Red Lobster,1400,1148,categ_1,dept_1,line_1,div_1,9727907566056,s_013
1013414,Bel Group,4600,3772,categ_2,dept_2,line_2,div_2,9050332237073,s_014
1013415,McDonald's,300,246,categ_3,dept_3,line_3,div_3,9757643016929,s_015
1013416,Dunkin' Donuts,1850,1517,categ_4,dept_4,line_4,div_4,9895731432409,s_016
1013417,Tic Tac,200,164,categ_1,dept_1,line_1,div_1,9661668774686,s_017
1013418,Starbucks,150,123,categ_2,dept_2,line_2,div_2,9433306470238,s_018
1013419,Bewley's,1000,820,categ_3,dept_3,line_3,div_3,9517795410454,s_019
1013420,Lavazza,4750,3895,categ_4,dept_4,line_4,div_4,9088017343227,s_020
1013421,KFC,4950,4059,categ_1,dept_1,line_1,div_1,9904284983226,s_021
1013422,Doritos,4950,4059,categ_2,dept_2,line_2,div_2,9475999603702,s_022
1013423,Nesquik,1850,1517,categ_3,dept_3,line_3,div_3,9826469119206,s_023
1013424,Olymel,2850,2337,categ_4,dept_4,line_4,div_4,9683925745753,s_024
1013425,Betty Crocker,2870,2353.4,categ_1,dept_1,line_1,div_1,9603496930316,s_025
1013426,Heinz,2900,2378,categ_2,dept_2,line_2,div_2,9262431140897,s_026
1013427,Kits,4450,3649,categ_3,dept_3,line_3,div_3,9455867507810,s_027
1013428,Baskin robbins,2500,2050,categ_4,dept_4,line_4,div_4,9279669273011,s_028
1013429,Tic Tac,650,533,categ_1,dept_1,line_1,div_1,9556455160470,s_029
1013430,Secret Recipe,1200,984,categ_2,dept_2,line_2,div_2,9551679755140,s_030
1013431,Wonder Bread,400,328,categ_3,dept_3,line_3,div_3,9005874601552,s_031
1013432,Bel Group,900,738,categ_4,dept_4,line_4,div_4,9707195066545,s_032
1013433,Knorr,950,779,categ_1,dept_1,line_1,div_1,9806516356619,s_033
1013434,Secret Recipe,200,164,categ_2,dept_2,line_2,div_2,9677851137122,s_034
1013435,Kinder,220,180.4,categ_3,dept_3,line_3,div_3,9255793883353,s_035
1013436,Carib Brewery,600,492,categ_4,dept_4,line_4,div_4,9855694280426,s_036
1013437,Betty Crocker,550,451,categ_1,dept_1,line_1,div_1,9903588288392,s_037
1013438,Kits,200,164,categ_2,dept_2,line_2,div_2,9806717152387,s_038
1013439,Tic Tac,950,779,categ_3,dept_3,line_3,div_3,9045190489408,s_039
1013440,LEonidas,900,738,categ_4,dept_4,line_4,div_4,9553350515527,s_040
1013441,Domino,900,738,categ_1,dept_1,line_1,div_1,9700978486220,s_041
1013442,Nabisco,200,164,categ_2,dept_2,line_2,div_2,9974960137933,s_042
1013443,Andy Capp's fries,200,164,categ_3,dept_3,line_3,div_3,9797514524983,s_043
1013444,McDonald's,1350,1107,categ_4,dept_4,line_4,div_4,9461139667170,s_044
1013445,Cobblestone,550,451,categ_1,dept_1,line_1,div_1,9269709857018,s_045
1013446,Kinder,1350,1107,categ_2,dept_2,line_2,div_2,9178776615873,s_046
1013447,Betty Crocker,200,164,categ_3,dept_3,line_3,div_3,9586316499066,s_047
1013448,Red Lobster,550,451,categ_4,dept_4,line_4,div_4,9974439507604,s_048
1013449,Kits,950,779,categ_1,dept_1,line_1,div_1,9625524164689,s_049
1013450,Cobblestone,550,451,categ_2,dept_2,line_2,div_2,9275664607530,s_050
1013451,Betty Crocker,550,451,categ_3,dept_3,line_3,div_3,9336248450234,s_051
1013452,Baskin robbins,200,164,categ_4,dept_4,line_4,div_4,9328402329139,s_052
1013453,Taco Bell,1350,1107,categ_1,dept_1,line_1,div_1,9484302159420,s_053
1013454,Subway,200,164,categ_2,dept_2,line_2,div_2,9616539762238,s_054
1013455,Carib Brewery,200,164,categ_3,dept_3,line_3,div_3,9349677010770,s_055
1013456,Taco Bell,3800,3116,categ_4,dept_4,line_4,div_4,9459489112715,s_056
1013457,Nabisco,4500,3690,categ_1,dept_1,line_1,div_1,9188386855610,s_057
1013458,M&M Food Market,4000,3280,categ_2,dept_2,line_2,div_2,9134894899922,s_058
1013459,KFC,4800,3936,categ_3,dept_3,line_3,div_3,9854617893702,s_059
1013460,Nesquik,5450,4469,categ_4,dept_4,line_4,div_4,9688259586025,s_060
1013461,Taco Bell,6500,5330,categ_1,dept_1,line_1,div_1,9279304521102,s_061
1013462,Kinder,4300,3526,categ_2,dept_2,line_2,div_2,9085538672894,s_062
1013463,Baskin robbins,4200,3444,categ_3,dept_3,line_3,div_3,9680833747020,s_063
1013464,Heinz,4200,3444,categ_4,dept_4,line_4,div_4,9957457034448,s_064
1013465,Red Lobster,4000,3280,categ_1,dept_1,line_1,div_1,9931635321921,s_065
1013466,Heinz,4500,3690,categ_2,dept_2,line_2,div_2,9747519153284,s_066
1013467,Soprole,4500,3690,categ_3,dept_3,line_3,div_3,9488319954392,s_067
1013468,Nutella,5300,4346,categ_4,dept_4,line_4,div_4,9184623000862,s_068
1013469,Red Lobster,5000,4100,categ_1,dept_1,line_1,div_1,9608293861418,s_069
1013470,Burger King,5000,4100,categ_2,dept_2,line_2,div_2,9184157918681,s_070
1013471,Tic Tac,5500,4510,categ_3,dept_3,line_3,div_3,9196036636636,s_071
1013472,Heinz,5300,4346,categ_4,dept_4,line_4,div_4,9269921257164,s_072
1013473,Wendy's,5300,4346,categ_1,dept_1,line_1,div_1,9849237272479,s_073
1013474,Olymel,6000,4920,categ_2,dept_2,line_2,div_2,9587691443006,s_074
1013475,Starbucks,6000,4920,categ_3,dept_3,line_3,div_3,9388626678782,s_075
1013476,Soprole,6000,4920,categ_4,dept_4,line_4,div_4,9437546763637,s_076
1013477,Wendy's,5800,4756,categ_1,dept_1,line_1,div_1,9063626586097,s_077
1013478,Sun-Pat,1300,1066,categ_2,dept_2,line_2,div_2,9826836322015,s_078
1013479,Knorr,1050,861,categ_3,dept_3,line_3,div_3,9514993633628,s_079
1013480,Bewley's,580,475.6,categ_4,dept_4,line_4,div_4,9883039848243,s_080
1013481,Wendy's,1100,902,categ_1,dept_1,line_1,div_1,9559724840657,s_081
1013482,Tic Tac,700,574,categ_2,dept_2,line_2,div_2,9562665025290,s_082
1013483,Carib Brewery,290,237.8,categ_3,dept_3,line_3,div_3,9634995184931,s_083
1013484,Papadopoulos,2300,1886,categ_4,dept_4,line_4,div_4,9149021635733,s_084
1013485,Papadopoulos,2300,1886,categ_1,dept_1,line_1,div_1,9817323126604,s_085
1013486,Bel Group,2300,1886,categ_2,dept_2,line_2,div_2,9701499826717,s_086
1013487,Soprole,2300,1886,categ_3,dept_3,line_3,div_3,9319141321594,s_087
1013488,Taco Bell,2300,1886,categ_4,dept_4,line_4,div_4,9258311884240,s_088
1013489,Red Lobster,1500,1230,categ_1,dept_1,line_1,div_1,9184243599994,s_089
1013490,McDonald's,1500,1230,categ_2,dept_2,line_2,div_2,9013102311603,s_090
1013491,Knorr,1700,1394,categ_3,dept_3,line_3,div_3,9061068870507,s_091
1013492,Olymel,1700,1394,categ_4,dept_4,line_4,div_4,9396085738777,s_092
1013493,Baskin robbins,1700,1394,categ_1,dept_1,line_1,div_1,9761476520254,s_093
1013494,Bewley's,1700,1394,categ_2,dept_2,line_2,div_2,9458256327899,s_094
1013495,Wendy's,1650,1353,categ_3,dept_3,line_3,div_3,9223696990725,s_095
1013496,Wonder Bread,1500,1230,categ_4,dept_4,line_4,div_4,9851671039735,s_096
1013497,Nesquik,1600,1312,categ_1,dept_1,line_1,div_1,9230765886848,s_097
1013498,Starbucks,1400,1148,categ_2,dept_2,line_2,div_2,9141912696445,s_098
