business_day,Product Code,Product Name,Store Code,qty_1,qty_2,qty_3,qty_4,qty_5,qty_6,qty_7,qty_8,qty_9,qty_10,qty_11,qty_12,qty_13,qty_14,qty_15,qty_16,qty_17,qty_18,qty_19,qty_20,qty_21,qty_22,qty_23,qty_24
20210920,1000920,Biotherm,1002,9,40,5,32,3,36,12,23,15,16,22,8,12,38,11,3,26,31,4,2,5,18,28,6
20210920,1000921,Rexona,1003,28,6,30,25,18,39,32,12,37,31,23,40,16,29,36,39,40,10,17,7,0,3,31,12
20210920,1000922,Natura,1004,18,10,15,18,39,17,14,24,24,17,14,33,10,15,27,16,19,33,29,32,27,26,10,16
20210920,1000923,Avon,1005,31,21,15,5,38,16,34,2,18,6,35,33,2,34,16,15,15,8,32,23,0,14,24,40
20210920,1000924,Christian Dior,1006,19,25,37,11,7,21,29,6,23,32,40,21,30,2,20,37,4,38,13,17,16,33,11,32
20210920,1000925,Revlon,1007,11,20,34,7,34,25,39,34,15,40,14,33,4,20,36,1,39,39,30,9,3,36,15,21
20210920,1000926,LOccitane,1008,30,15,10,10,37,0,38,13,25,3,30,2,38,17,27,20,34,3,30,16,17,1,10,39
20210920,1000927,Marc Jacobs,1009,0,27,14,26,27,12,12,6,12,14,3,21,10,33,40,32,37,29,31,17,11,32,25,6
20210920,1000928,Clean & Clear,1010,3,0,10,10,38,2,23,11,28,0,36,33,15,30,3,1,1,10,8,19,4,40,6,12
20210920,1000929,Rexona,1002,11,19,9,31,23,17,0,21,19,30,6,13,38,16,20,23,35,40,1,1,22,24,36,24
20210920,1000930,Revlon,1003,18,20,12,4,17,28,28,15,31,1,32,26,35,30,6,28,29,11,14,39,15,40,6,3
20210920,1000931,Avon,1004,5,22,21,5,16,26,28,25,32,37,28,40,17,27,33,11,21,30,39,27,23,23,19,20
20210920,1000932,Oriflame,1005,5,13,2,37,1,12,19,21,1,36,29,24,39,11,13,2,31,24,35,11,13,22,24,19
20210920,1000933,The Body Shop,1006,26,32,9,9,13,30,20,6,32,20,22,39,8,15,5,38,39,26,12,29,13,13,1,13
20210920,1000934,Avon,1007,34,22,11,23,39,32,36,7,4,38,20,28,30,39,27,15,35,20,35,6,27,15,21,13
20210920,1000935,Revlon,1008,10,39,34,4,22,18,33,30,27,19,36,25,28,11,12,26,15,25,28,10,4,22,32,20
20210920,1000936,Oriflame,1009,30,40,34,15,28,11,1,38,32,36,40,19,40,18,15,40,32,38,14,5,32,39,24,35
20210920,1000937,M.A.C.,1010,34,17,5,25,23,23,13,33,36,29,18,39,23,25,3,37,8,36,25,18,29,24,37,4
20210920,1000938,Clearasil,1002,33,26,5,10,7,40,1,10,17,26,9,27,9,40,14,4,16,1,16,21,35,32,5,26
20210920,1000939,Lancome,1003,37,39,11,40,28,19,27,26,5,32,37,11,26,13,26,6,3,11,10,34,26,23,28,19
20210920,1000940,Saint Laurente,1004,29,40,21,14,17,31,37,0,20,25,4,28,32,4,39,31,17,9,0,22,12,39,6,5
20210920,1000941,Marc Jacobs,1005,9,23,35,3,36,38,5,33,11,10,12,25,3,13,17,34,14,37,20,36,38,23,19,11
20210920,1000942,Nivea,1006,9,5,26,0,6,17,22,7,21,11,17,21,16,23,15,38,4,15,18,28,15,21,8,11
20210920,1000943,Biotherm,1007,5,13,40,19,38,11,38,39,5,27,29,0,3,20,32,9,4,31,0,26,24,23,17,36
20210920,1000944,Sunsilk,1008,16,20,30,9,18,32,36,31,27,9,22,2,18,8,0,17,9,10,38,23,8,36,8,2
20210920,1000945,Christian Dior,1009,1,33,29,10,24,10,19,3,40,4,37,7,39,6,4,38,18,12,37,20,27,33,23,31
20210920,1000946,KOSÉ,1010,20,31,40,3,22,0,9,38,18,12,15,12,19,33,20,11,6,27,16,19,40,39,29,40
20210920,1000947,Elizabeth Arden,1002,24,8,11,29,0,21,37,22,9,17,40,32,5,10,0,20,20,14,34,36,2,34,22,14
20210920,1000948,Avon,1003,22,16,13,1,30,21,36,16,18,9,0,24,5,25,26,27,13,5,23,1,20,34,0,15
20210920,1000949,LOccitane,1004,37,22,17,6,39,32,13,35,28,3,28,27,27,20,40,36,17,37,11,18,19,4,8,30
20210920,1000950,Vichy,1005,6,15,10,22,30,25,25,21,0,33,2,14,14,36,3,26,27,17,40,3,21,22,5,37
20210920,1000951,La Roche-Posay,1006,35,38,8,34,24,26,34,26,11,5,21,38,15,21,22,20,13,29,5,17,4,30,31,30
20210920,1000952,NYX Cosmetics,1007,15,23,15,12,37,26,16,31,13,29,20,2,13,23,34,5,32,5,10,22,40,4,39,18
20210920,1000953,LOccitane,1008,35,0,19,1,26,15,30,4,40,29,5,8,3,3,9,32,19,28,14,26,29,9,13,40
20210920,1000954,NYX Cosmetics,1009,27,23,5,40,13,3,6,40,30,16,13,4,18,7,27,23,30,38,34,19,22,21,3,38
20210920,1000955,Lancome,1010,32,33,39,14,27,24,5,20,10,19,23,40,38,37,30,26,26,40,16,20,24,8,21,21
20210920,1000956,Dove,1002,4,35,18,19,14,39,24,1,37,6,27,22,16,10,38,29,39,23,16,26,18,2,37,31
20210920,1000957,Revlon,1003,2,24,4,4,30,2,19,25,14,12,16,18,13,15,10,35,9,9,12,7,13,19,11,9
20210920,1000958,Maybelline,1004,25,33,6,18,31,20,15,38,22,3,34,5,1,13,10,28,27,32,39,11,10,14,38,9
20210920,1000959,Estée Lauder,1005,17,20,20,17,35,13,38,15,20,31,34,10,35,40,14,1,37,27,5,12,4,11,9,14
20210920,1000960,Avon,1006,27,31,17,1,1,36,28,17,37,19,25,29,9,32,13,40,17,17,33,36,28,6,34,7
20210920,1000961,Olay,1007,24,27,39,7,27,2,15,37,3,0,25,23,25,10,36,23,38,0,12,28,31,15,32,15
20210920,1000962,Rexona,1008,27,5,8,16,7,27,26,33,23,8,36,23,6,3,30,26,9,5,0,6,22,36,7,20
20210920,1000963,Triumph & Disaster,1009,24,13,3,36,33,3,29,20,2,19,21,3,25,32,37,35,15,21,34,15,33,11,12,20
20210920,1000964,Rexona,1010,24,24,12,8,11,4,26,38,37,17,32,0,36,9,18,10,11,31,19,29,3,15,6,23
20210920,1000965,Redken,1002,25,30,29,3,29,11,5,33,14,25,18,15,18,22,9,20,13,33,28,39,28,4,34,7
20210920,1000966,Clean & Clear,1003,32,28,9,30,11,18,18,31,26,23,37,26,33,38,20,11,39,25,19,34,23,4,25,6
20210920,1000967,Neutrogena,1004,34,19,29,31,21,1,27,12,28,15,6,40,9,34,35,37,14,6,39,24,9,9,19,6
20210920,1000968,Rexona,1005,19,16,34,13,18,2,23,16,38,25,37,8,8,29,8,21,27,33,8,23,40,22,11,13
20210920,1000969,Tom Ford,1006,32,18,8,8,38,24,40,36,35,21,7,17,34,33,28,28,26,11,40,38,12,23,21,21
20210920,1000970,Yves Saint Laurent,1007,20,36,37,3,28,8,1,9,30,27,20,30,8,12,1,15,24,37,1,16,17,22,33,36
20210920,1000971,Clarins,1008,15,10,38,15,19,22,29,31,16,25,11,15,24,20,18,33,12,10,9,22,37,37,0,32
20210920,1000972,KOSÉ,1009,1,27,26,40,1,23,12,3,5,30,32,30,0,36,21,23,22,36,0,10,7,23,34,9
20210920,1000973,Irish Spring,1010,2,7,6,17,23,22,20,8,37,16,33,21,11,7,31,31,8,2,15,0,10,20,37,19
20210920,1000974,NARS Cosmetics,1002,3,26,36,1,22,14,35,24,25,27,4,34,6,15,33,32,15,14,21,28,21,25,2,28
20210920,1000975,LOccitane,1003,16,37,14,35,22,7,17,5,4,34,11,29,19,21,37,34,14,33,16,15,14,29,31,33
20210920,1000976,ClarinsMen,1004,6,1,13,2,34,8,32,25,38,38,40,26,31,26,28,31,34,30,7,39,0,32,6,26
20210920,1000977,Oriflame,1005,26,39,40,10,35,8,25,24,30,2,39,12,30,18,8,16,40,35,6,13,18,1,11,22
20210920,1000978,L:A Bruket,1006,0,27,9,33,32,8,5,35,34,4,36,28,39,15,10,13,40,18,33,20,7,7,30,14
20210920,1000979,Revolution Makeup London,1007,21,0,39,31,2,8,6,38,10,13,30,13,9,38,32,32,10,17,31,17,23,24,25,31
20210920,1000980,Irish Spring,1008,9,26,11,25,22,33,1,8,11,34,0,38,39,14,13,30,36,2,30,7,26,32,17,2
20210920,1000981,Maybelline,1009,31,15,18,16,15,30,18,39,29,29,31,27,32,11,1,29,10,7,11,5,1,36,13,34
20210920,1000982,Hourglass,1010,36,3,20,15,2,22,31,27,20,9,11,35,2,39,8,12,39,25,38,28,2,40,7,37
20210920,1000983,Hourglass,1002,6,10,11,13,6,5,27,25,40,36,6,31,12,18,7,13,16,28,11,13,40,12,16,33
20210920,1000984,Saint Laurente,1003,22,15,13,37,30,36,39,18,20,6,10,25,13,35,31,15,28,22,26,18,19,19,21,40
20210920,1000985,Redken,1004,35,16,17,8,3,5,40,37,10,1,15,19,18,30,32,38,19,19,25,25,18,32,38,38
20210920,1000986,NARS Cosmetics,1005,16,8,35,20,32,4,29,36,14,31,14,1,38,13,2,6,30,37,8,40,13,28,31,22
20210920,1000987,Irish Spring,1006,34,32,28,12,18,27,7,29,39,7,30,3,11,20,39,40,37,13,5,36,7,11,25,8
20210920,1000988,Head & Shoulders,1007,34,20,13,23,7,6,35,32,0,32,3,12,11,17,9,12,28,10,2,5,15,19,28,14
20210920,1000989,Kérastase,1008,1,25,33,7,27,10,24,21,16,36,27,6,12,39,0,23,3,16,3,20,26,14,6,20
20210920,1000990,Head & Shoulders,1009,6,20,18,31,32,23,34,32,25,2,25,21,11,1,33,29,15,14,23,4,4,32,35,14
20210920,1000991,LOccitane,1010,29,30,9,37,11,18,19,4,29,31,10,30,22,40,26,15,4,40,17,5,8,31,4,37
20210920,1000992,Rimmel,1002,26,23,38,37,24,32,13,22,19,33,18,36,3,25,31,12,28,25,40,30,25,31,10,34
20210920,1000993,Speed Stick,1003,40,0,16,28,1,4,10,24,31,1,22,34,35,31,28,4,9,24,9,10,12,12,20,1
20210920,1000994,Kérastase,1004,5,19,6,29,31,14,34,14,24,7,21,34,23,35,8,14,4,38,37,15,35,10,3,38
20210920,1000995,Coty,1005,27,21,22,20,25,0,34,4,23,40,19,12,7,17,21,5,28,9,13,17,33,3,13,40
20210920,1000996,Yves Saint Laurent,1006,14,12,0,30,15,36,26,12,31,39,39,36,28,35,21,27,10,5,11,0,34,16,20,25
20210920,1000997,Sunsilk,1007,35,19,38,13,20,22,35,7,37,21,39,19,39,21,23,19,19,16,32,21,7,31,5,38
20210920,1000998,Redken,1008,26,11,15,35,20,0,11,10,36,9,29,37,26,23,31,26,20,8,25,23,33,24,25,36
20210920,1000999,Chanel,1009,15,12,29,37,18,14,34,26,12,37,16,32,11,16,27,4,18,35,9,30,3,37,23,2
20210920,1001000,La Roche-Posay,1010,1,14,14,2,33,7,25,26,1,21,6,33,3,9,15,34,15,28,33,21,0,17,4,27
20210920,1001001,Garnier,1002,20,21,13,26,21,18,21,28,38,13,28,39,25,12,32,23,14,18,21,14,16,0,8,9
20210920,1001002,Maybelline,1003,12,12,10,19,33,15,32,21,6,40,21,36,23,36,7,13,8,21,22,19,31,26,34,31
20210920,1001003,Head & Shoulders,1004,26,13,22,23,2,33,36,29,5,29,28,24,32,10,26,33,31,19,23,39,34,20,13,36
20210920,1001004,Kérastase,1005,0,9,17,24,6,1,5,25,35,16,22,12,7,6,2,8,9,25,27,4,30,24,32,32
20210920,1001005,KOSÉ,1006,35,35,18,21,19,15,31,28,40,14,14,25,19,0,25,3,21,24,8,10,23,2,23,19
20210920,1001006,Biotherm,1007,5,26,6,18,32,23,5,30,27,40,23,3,30,22,24,6,38,11,32,20,3,15,18,4
20210920,1001007,Aveda Men,1008,27,31,19,27,34,9,34,15,14,15,12,24,13,22,15,19,39,12,27,10,0,24,1,12
20210920,1001008,Rexona,1009,24,19,35,23,10,1,30,21,26,9,39,2,35,1,20,10,33,20,35,14,33,28,3,12
20210920,1001009,Christian Dior,1010,25,26,8,37,4,23,14,16,35,17,26,32,39,38,28,21,26,10,16,0,23,29,25,22
20210920,1001010,Estée Lauder,1002,32,20,24,27,16,32,38,18,29,28,30,39,7,6,29,31,26,9,6,21,38,13,23,26
20210920,1001011,L:A Bruket,1003,28,11,1,34,20,2,28,20,28,15,34,8,40,36,32,9,40,9,27,34,1,26,33,26
20210920,1001012,M.A.C.,1004,27,13,27,17,27,15,33,18,23,13,22,40,22,28,7,38,10,17,35,8,1,26,9,25
20210920,1001013,Maybelline,1005,14,33,32,1,38,4,16,6,8,12,15,18,25,25,17,11,19,34,39,39,35,4,39,4
20210920,1001014,Colourpop Cosmetics,1006,11,4,8,27,11,9,8,27,3,31,16,35,26,36,18,33,36,9,22,27,30,22,30,34
20210920,1001015,Matrix,1007,10,4,0,38,23,1,2,8,11,14,33,10,35,34,31,24,28,38,27,14,28,32,21,38
20210920,1001016,Elizabeth Arden,1008,18,23,15,8,16,0,17,17,16,2,19,38,27,36,35,29,5,38,38,2,39,9,27,16
20210920,1001017,Smashbox,1009,2,29,4,39,7,7,32,33,10,10,34,4,4,37,20,5,0,11,27,33,33,15,32,14
20210920,1001018,Redken,1010,35,21,15,17,36,34,10,17,19,16,17,22,17,36,35,33,35,0,34,32,8,4,22,15
20210920,1001019,NYX Cosmetics,1002,36,12,6,16,1,1,1,18,18,36,28,15,22,7,34,0,39,10,12,20,31,6,5,13
20210920,1001020,Marc Jacobs,1003,15,11,40,0,28,31,0,35,33,12,5,36,36,37,33,31,8,2,28,5,20,33,24,25
20210920,1001021,Inglot,1004,12,12,19,18,17,5,22,6,18,16,0,31,15,4,6,27,14,21,27,24,32,26,25,25
20210920,1001022,Christian Dior,1005,21,12,29,31,0,20,20,12,12,34,20,0,20,6,19,6,34,38,9,6,34,16,35,14
20210920,1001023,Revlon,1006,21,1,20,35,1,2,10,7,0,29,1,15,12,11,0,26,19,0,30,3,24,18,18,29
20210920,1001024,Smashbox,1007,40,11,1,28,3,3,36,10,0,4,37,17,24,1,6,39,9,10,37,29,14,1,32,31
20210920,1001025,Bioré,1008,29,40,36,33,40,23,35,18,15,40,35,33,40,31,3,38,1,15,35,10,19,15,15,16
20210920,1001026,Triumph & Disaster,1009,10,9,31,20,40,32,17,16,14,12,6,10,0,25,40,11,5,37,19,0,0,21,27,34
20210920,1001027,Maybelline,1010,9,30,22,30,6,9,18,16,33,27,31,26,15,38,35,18,18,38,33,9,14,2,30,14
20210920,1001028,KOSÉ,1002,37,14,8,14,13,21,37,21,10,5,24,9,5,22,7,31,13,0,23,15,17,1,20,1
20210920,1001029,Vichy,1003,25,19,25,24,23,20,29,25,20,38,6,27,28,29,36,38,23,22,21,8,36,13,13,7
20210920,1001030,Irish Spring,1004,17,9,18,15,36,26,27,12,37,5,14,23,1,21,28,18,27,0,14,20,7,34,34,20
20210920,1001031,Coty,1005,13,28,20,32,20,1,0,28,8,33,6,31,5,9,20,16,21,18,9,30,0,24,19,5
20210920,1001032,Head & Shoulders,1006,24,10,12,23,23,34,22,3,15,5,1,35,34,20,11,2,24,16,5,13,14,10,11,38
20210920,1001033,Revlon,1007,29,39,2,37,7,11,7,37,2,25,24,17,6,29,0,20,22,34,10,19,39,20,10,5
20210920,1001034,Clarins,1008,27,37,10,0,27,3,6,31,33,38,26,1,8,4,17,6,32,13,34,36,37,31,24,9
20210920,1001035,M.A.C.,1009,2,17,20,0,28,18,23,32,7,29,28,8,21,7,35,10,3,32,26,21,32,26,1,27
20210920,1001036,LOreal,1010,34,39,28,14,31,14,14,5,24,23,5,29,6,14,37,4,4,39,4,14,18,15,2,10
20210920,1001037,Triumph & Disaster,1002,37,3,10,25,11,8,34,21,2,17,24,13,15,36,40,2,36,9,6,24,28,39,7,31
20210920,1001038,Redken,1003,28,9,13,39,6,29,16,0,20,16,8,32,25,14,18,28,11,25,2,31,0,22,17,21
20210920,1001039,La Roche-Posay,1004,37,39,28,16,5,34,32,2,29,35,20,0,35,18,33,17,31,5,31,3,2,30,35,9
20210920,1001040,L:A Bruket,1005,15,11,34,26,19,27,22,30,0,19,13,8,32,40,27,17,24,13,8,26,16,34,15,20
20210920,1001041,M.A.C.,1006,5,2,19,14,20,11,35,6,33,8,4,25,7,32,40,19,15,27,27,18,35,37,29,12
20210920,1001042,Tom Ford,1007,15,22,17,29,25,7,25,10,30,12,25,21,14,24,12,11,38,32,8,35,3,13,15,21
20210920,1001043,Aveda Men,1008,15,25,25,28,15,5,16,34,22,36,19,31,2,36,32,29,1,10,15,32,19,3,3,15
20210920,1001044,Rimmel,1009,27,25,39,13,26,0,28,8,1,26,9,37,21,2,35,31,21,17,20,13,40,3,40,0
20210920,1001045,Matrix,1010,1,12,24,21,34,20,4,14,36,28,11,31,22,21,26,4,25,14,40,34,38,4,30,6
20210920,1001046,La Roche-Posay,1002,36,7,6,20,36,27,14,8,40,3,25,8,40,30,22,3,3,26,24,27,12,15,17,17
20210920,1001047,Vichy,1003,31,5,2,28,29,13,27,14,35,20,13,31,17,21,19,40,17,17,3,6,21,25,38,27
20210920,1001048,Sephora,1004,40,39,35,30,17,7,34,21,5,24,24,16,4,2,2,18,27,25,12,19,18,3,16,40
20210920,1001049,La Roche-Posay,1005,0,13,29,16,28,38,26,17,2,15,30,24,23,34,36,36,18,15,6,30,17,24,11,8
20210920,1001050,Sunsilk,1006,2,2,12,9,32,23,7,18,12,35,24,14,21,33,30,18,0,6,18,15,13,22,26,16
20210920,1001051,Eucerin,1007,29,15,22,26,32,34,28,1,18,40,8,36,16,9,7,36,28,24,8,5,23,26,9,11
20210920,1001052,Chanel,1008,5,11,20,24,9,4,26,1,38,23,16,32,17,37,29,27,12,0,39,23,18,37,32,23
20210920,1001053,Chanel,1009,34,0,25,40,13,33,38,12,15,0,1,26,24,8,26,31,32,5,39,11,27,39,40,22
20210920,1001054,Rexona,1010,22,38,4,12,31,29,4,16,17,13,15,37,3,31,14,14,19,21,17,32,5,13,32,19
20210920,1001055,Matrix,1002,36,0,8,24,12,33,35,4,30,14,10,4,38,19,17,8,15,3,21,18,5,37,36,40
20210920,1001056,Rexona,1003,19,19,30,0,1,7,16,14,16,26,2,25,25,22,40,35,23,8,40,1,1,1,24,6
20210920,1001057,LOccitane,1004,26,39,19,37,36,17,25,26,35,30,0,18,4,35,29,4,4,21,20,8,25,27,12,6
20210920,1001058,LOccitane,1005,17,23,3,2,37,11,16,23,39,35,26,14,14,38,40,22,31,2,16,24,5,17,3,26
20210920,1001059,LOreal,1006,18,32,18,40,35,16,23,24,28,2,18,15,35,19,36,10,7,17,2,3,6,6,3,7
20210920,1001060,Elizabeth Arden,1007,31,13,29,40,30,17,24,24,23,12,13,4,34,18,12,11,5,10,35,34,34,16,36,36
20210920,1001061,NARS Cosmetics,1008,26,9,21,40,16,13,8,12,33,38,25,15,24,3,30,5,25,4,14,15,37,8,9,18
20210920,1001062,Redken,1009,24,20,17,15,14,3,25,40,17,25,16,27,24,38,3,31,25,9,35,11,12,7,10,23
20210920,1001063,Smashbox,1010,6,0,12,28,17,11,18,38,29,6,3,30,8,19,18,19,26,7,19,2,23,16,24,33
20210920,1001064,Dove,1002,16,5,4,20,7,2,31,37,39,9,5,32,29,25,0,13,0,34,0,21,5,12,5,14
20210920,1001065,Matrix,1003,32,39,31,24,30,37,5,40,21,13,0,6,14,31,30,38,40,10,15,13,40,11,5,30
20210920,1001066,NYX Cosmetics,1004,13,28,25,16,27,39,14,11,25,2,0,40,22,35,9,36,26,34,25,17,6,34,33,0
20210920,1001067,Rexona,1005,37,9,16,35,30,7,9,34,4,19,37,15,14,4,33,25,34,16,34,29,13,22,1,18
20210920,1001068,Vichy,1006,9,21,22,34,17,6,14,3,23,30,21,18,22,17,10,24,30,37,39,16,15,18,33,9
20210920,1001069,Redken,1007,37,6,22,23,9,35,13,14,12,21,3,12,24,11,24,18,37,38,31,13,2,34,32,5
20210920,1001070,Olay,1008,18,8,3,5,31,23,21,10,4,29,0,24,4,26,2,20,30,5,4,16,39,15,11,6
20210920,1001071,Bobbi Brown,1009,4,17,14,4,5,21,10,16,22,3,2,30,31,34,33,21,3,0,23,4,21,25,36,10
20210920,1001072,Eucerin,1010,5,10,36,30,23,8,10,26,33,35,35,13,31,21,20,7,0,16,24,17,14,9,10,32
20210920,1001073,Garnier,1002,0,4,40,6,18,10,8,27,10,32,37,22,30,37,35,27,9,11,33,5,22,15,1,8
20210920,1001074,Colourpop Cosmetics,1003,28,16,37,27,22,8,33,25,20,16,24,3,3,23,6,6,15,0,8,40,39,32,4,4
20210920,1001075,Colourpop Cosmetics,1004,18,24,33,29,18,15,23,24,0,2,26,15,26,13,34,27,38,14,21,11,33,29,29,29
20210920,1001076,Clean & Clear,1005,8,3,2,20,9,12,6,18,34,0,7,14,27,25,12,5,36,35,18,0,20,1,28,33
20210920,1001077,Avon,1006,36,16,28,34,22,23,22,36,7,40,37,9,17,38,28,25,24,18,24,12,7,26,19,17
20210920,1001078,Dove,1007,9,5,4,37,10,18,31,36,12,19,30,36,28,12,40,0,4,40,18,6,34,1,27,23
20210920,1001079,Schwarzkopf,1008,34,9,21,19,26,29,28,27,4,24,8,4,12,34,10,4,35,31,39,32,25,3,18,6
20210920,1001080,Matrix,1009,29,11,33,36,23,31,34,23,30,11,8,20,28,10,1,7,16,19,12,6,39,32,18,18
20210920,1001081,Colourpop Cosmetics,1010,25,4,27,11,8,25,31,16,24,18,17,19,28,14,4,2,24,18,20,37,36,33,34,7
20210920,1001082,Kat Von D,1002,19,8,13,30,14,39,13,28,33,5,31,4,12,2,33,5,22,16,39,5,35,7,6,14
20210920,1001083,Vichy,1003,17,26,5,33,7,10,26,12,9,23,31,3,29,8,35,9,22,18,40,34,37,24,38,21
20210920,1001084,Rexona,1004,26,8,33,37,32,33,0,1,21,33,28,1,8,20,15,20,1,1,28,40,8,19,39,14
20210920,1001085,Tom Ford,1005,34,40,11,40,26,11,31,9,3,1,5,10,30,4,29,32,39,2,38,40,8,27,11,19
20210920,1001086,Natura,1006,0,3,23,36,20,38,13,39,35,17,8,7,35,24,2,22,9,33,8,24,23,10,3,3
20210920,1001087,Hourglass,1007,28,34,31,25,10,39,32,16,25,16,17,13,15,25,30,6,12,15,17,27,32,26,17,27
20210920,1001088,Bioré,1008,33,39,13,18,11,12,24,4,22,39,19,11,21,21,21,24,10,27,3,28,40,9,35,20
20210920,1001089,Bioré,1009,25,30,33,13,29,20,35,2,12,21,14,9,1,27,18,36,25,38,36,6,31,33,7,6
20210920,1001090,Irish Spring,1010,29,6,0,12,30,40,33,13,40,25,20,18,22,8,21,34,20,23,9,26,11,20,0,20
20210920,1001091,Coty,1002,33,39,3,40,40,38,25,24,38,18,6,37,28,29,4,5,7,24,39,20,27,11,40,37
20210920,1001092,Natura,1003,24,0,5,16,38,20,5,29,24,22,2,17,9,20,9,12,29,8,11,35,22,0,28,30
20210920,1001093,Nivea,1004,37,11,6,5,36,35,29,8,7,2,14,5,13,11,33,8,11,33,1,17,6,21,8,7
20210920,1001094,Colourpop Cosmetics,1005,36,28,29,16,31,1,29,16,25,1,28,7,37,29,36,20,35,1,28,24,3,17,8,2
20210920,1001095,Lancome,1006,34,36,37,13,1,36,4,22,25,20,38,30,13,30,26,26,24,4,0,37,28,20,8,23
20210920,1001096,Estée Lauder,1007,31,20,39,24,24,25,32,37,13,28,23,4,34,35,35,14,22,28,21,33,5,3,26,28
20210920,1001097,Rimmel,1008,24,40,39,30,36,31,9,16,33,7,30,21,31,29,30,37,23,11,6,3,11,0,38,29
20210920,1001098,LOccitane,1009,23,28,19,14,13,22,39,34,22,8,8,12,36,5,9,1,18,23,14,40,34,19,1,15
20210920,1001099,The Body Shop,1010,28,37,2,36,35,2,25,36,22,20,39,23,29,20,5,7,19,35,8,26,30,1,11,33
20210920,1001100,Oriflame,1002,15,34,13,39,9,21,7,10,7,22,16,26,37,19,21,31,24,26,7,17,35,32,9,11
20210920,1001101,Redken,1003,4,5,38,37,15,27,6,11,13,24,33,25,9,18,39,17,31,22,13,27,14,1,24,40
20210920,1001102,LOreal,1004,13,5,34,19,30,23,40,40,30,4,36,4,33,40,10,30,6,18,16,5,3,12,25,0
20210920,1001103,Irish Spring,1005,6,37,5,18,25,25,40,21,9,3,20,14,15,36,20,26,40,37,13,33,40,40,6,40
20210920,1001104,Schwarzkopf,1006,14,30,39,30,30,40,29,33,22,9,27,7,8,25,1,14,38,38,20,40,10,38,24,3
20210920,1001105,NYX Cosmetics,1007,34,29,20,12,33,2,32,28,34,14,40,39,22,25,4,3,35,0,21,15,29,15,27,19
20210920,1001106,Revolution Makeup London,1008,15,26,27,3,24,12,14,40,32,35,38,13,40,40,35,38,40,27,1,39,14,10,16,14
20210920,1001107,Bioré,1009,2,23,37,19,29,15,14,32,19,37,33,0,37,25,32,31,13,31,3,29,7,0,26,37
20210920,1001108,Clean & Clear,1010,10,35,32,27,5,8,38,32,23,24,38,1,24,1,16,9,34,24,31,9,6,37,33,39
20210920,1001109,Nivea,1002,40,19,37,15,20,38,25,12,38,9,27,40,5,25,39,14,2,35,28,15,39,40,23,26
20210920,1001110,Clean & Clear,1003,15,10,20,10,29,29,36,35,28,10,29,16,36,38,5,3,22,16,40,34,0,12,14,19
20210920,1001111,Marc Jacobs,1004,21,15,14,0,21,8,17,4,21,30,4,15,18,36,10,17,24,36,32,34,28,0,6,18
20210920,1001112,Kérastase,1005,22,24,3,26,15,35,11,28,33,15,40,24,0,11,11,4,29,11,1,18,2,14,24,4
20210920,1001113,Sephora,1006,28,29,26,25,27,24,24,2,9,10,12,30,36,38,8,35,37,28,17,20,3,25,35,36
20210920,1001114,ClarinsMen,1007,11,4,37,36,29,23,21,10,19,15,3,34,16,28,12,21,15,24,38,30,9,37,14,35
20210920,1001115,Clinique,1008,23,37,32,0,8,3,27,23,17,34,39,29,34,32,7,7,6,24,3,39,8,7,9,8
20210920,1001116,Olay,1009,1,1,5,31,22,22,37,22,23,3,4,16,28,4,30,14,12,8,14,26,8,15,22,29
20210920,1001117,Kérastase,1010,20,33,17,21,20,7,27,18,4,36,27,7,31,8,29,19,25,34,33,29,21,6,33,35
20210920,1001118,Biotherm,1002,1,9,18,27,15,11,0,17,20,18,40,31,9,32,3,4,31,10,23,18,4,32,28,27
20210920,1001119,Christian Dior,1003,5,26,35,18,14,30,18,38,39,25,39,0,16,32,35,19,6,4,19,32,6,38,14,39
20210920,1001120,Kérastase,1004,14,26,11,24,13,16,40,37,11,16,10,18,31,17,5,25,6,14,38,38,29,32,20,20
20210920,1001121,Eucerin,1005,10,20,20,36,7,33,33,27,13,7,0,33,27,37,22,1,16,24,25,23,31,14,37,38
20210920,1001122,Revlon,1006,26,17,21,24,6,33,6,25,22,12,15,35,35,26,25,19,6,6,14,29,32,3,15,11
20210920,1001123,Nivea,1007,16,15,29,13,21,22,26,2,29,17,24,0,15,10,35,13,39,18,30,32,35,40,3,19
20210920,1001124,Vichy,1008,27,25,1,36,14,8,32,12,24,34,11,3,32,18,8,36,25,27,1,10,1,32,38,2
20210920,1001125,Eucerin,1009,21,22,23,24,23,8,1,27,37,21,35,24,24,6,11,39,36,0,14,6,11,0,13,36
20210920,1001126,Olay,1010,26,36,21,24,32,24,20,32,20,28,22,6,36,39,3,22,35,19,11,10,18,40,30,0
20210920,1001127,NARS Cosmetics,1002,35,24,24,23,26,24,37,21,12,40,21,19,9,39,18,22,38,27,8,2,35,11,6,36
20210920,1001128,Schwarzkopf,1003,17,18,26,8,26,17,9,10,33,24,12,32,40,1,29,9,36,20,36,20,36,10,18,1
20210920,1001129,Sunsilk,1004,22,15,34,13,24,34,17,36,32,4,34,38,18,33,0,32,12,2,12,12,4,21,2,31
20210920,1001130,Bioré,1005,7,31,32,36,13,27,0,33,36,4,2,18,38,40,25,24,35,16,15,22,5,23,24,29
